Company Name, Telephone, Fax, Email, Contact Person
TALLAHESSE SDN BHD, (0 3) 6142 2055, (0 3) 6142 2312, khairilanuar@tallahesse.com, Mr Alexander Hao Nan Koo
TAN CHIN HUAT & BROTHERS SDN BHD, (03) 3101 4457, (03) 3101 5890, tanchinhuatbrothers@gmail.com, Mr Chia Wah Ling
TAZ OPEN SYSTEMS SDN BHD, + 60 (03) 78049111, + 60 (03) 78040111, milgret@tazcorporation.com, Mr. Lee Sook Cheong
TECHNIRAY SDN BHD, (04) 551 1011, (04) 551 1041, ask.techniray@gmail.com, Mr Teoh Hun Kow
TENAGA KHIDMAT TRADING (M) SDN BHD, + 60 3 3168 0455, + 60 3 3168 0263, kengyao@titimas.com.my, Mr Yeoh Keng Yao
TEOH CHONG SEY SAWMILL SDN BHD, + 60 4 572 8888, + 60 4 572 8188, yewhien@yahoo.com.sg, Mr Teoh Yew Hien
TERAJU MEKAR SDN BHD, + 60 9 513 2972, + 60 9 513 1198, N. A., Mr Lim YK
TGC TALENT FURNITURE SDN BHD, + 60 (012) 373 7654, + 60 (06) 981 1129, mcfeli@pd.jaring.my, Mr Tan Hup Boon [Director]
TGM INTERNATIONAL SDN BHD, (03) 2276 2863, (03) 2284 4699, nathan.g@mgngroups.com, Mr Thiaga Rajan Muthusamy
TH WOOD PRODUCTS TRADING, (0 9) 912 5088, (0 9) 912 5388, thwoodproductstrading@gmail.com, Mr Ho Choong Leong
THAI TIMUR TIMBER SDN BHD, (0 9) 966 8262, (0 9) 966 8262, thaitimurtimber_1804@hotmail.com, En Zulkefly B Mat Dzin
THAMEEM TRADINGS (M) SDN BHD, (03) 4280 9560, (03) 4280 9509, thameemtradings@hotmail.com, Mr Syed Thameem Mohamed Arif
THE GREEN VENTURE SANDALWOOD PLANTATION BERHAD, (0 3) 2242 1891, NaN, malaysia.info@tgvplantation.com, Y Bhg Dato' Choong Yong Pang
THE HOGAN FURNITURE SDN BHD, NaN, NaN, info@thehoganfurniture.com, Mr Tok Loo Sean
THE WOOD FACTORY SDN BHD, (0 3) 7661 2733 / 7661 1611, (0 3) 7661 1988, eatimberexport@gmail.com, Ms Lim Mei Fen
THIAM BEE TIMBER PROCESSING SDN BHD, (0 7) 883 2829, (0 7) 883 9282, NaN, Mr Tan Gek Seng
TIMBALABS (M) SDN BHD, NaN, NaN, timbalabs.my@gmail.com, Mr Lim Boon Bing
TIMBER BACKERS SDN BHD, + 60 3 6257 6772| 12 278 1152, + 60 3 6257 6796, timberbackers@hotmail.com, Ms Yap
TIMBER BOSS SDN BHD, (0 9) 955 0037, (0 9) 955 9337, tainien0728@gmail.com, Mr Lui Tai Nien
TIMBER TRADE CONNECTION B. V., + 60 31 570 505 999, + 60 31 570 505 990, info@timbertc.com, Mr Thomas J. Trooster
TIMBER TRADERS (SELANGOR) SDN BHD, + 60 3 6049 1287| 12 211 2513, + 60 3 6049 1287, jeffreylimch@hotmail.com, Mr Jeffrey Lim
TIMBERLUX SDN BHD, + 60 16 923 6068, + 60 9 567 1540| 581 9270, N. A., Mr Koh Seow Bean
TIMBMART SDN BHD, (0 9) 277 7118, (0 9) 277 7188, timbmartsb@gmail.com, Mr Ha Kian Meng
TIMELESS WORLDWIDE SDN BHD, (0 3) 6411 3123, (0 3) 6411 3122, timelesswwsb@gmail.com, Y Bhg Datin Lee Yien Ju
TING TINH RESOURCES SDN BHD, NaN, (09) 277 0333, thyehing@hotmail.com, Mr Hong Huei Yan
TIONG LIM TIMBER SDN BHD, (0 7) 652 2959, (0 7) 652 6959, tionglim95@gmail.com, Mr Lim Ah Lai
TJIEN FUAT TRADING SDN BHD, + 60 (05) 533 3177, + 60 (05) 533 0919, tjienfuat@gmail.com, Ms. Ai Lee
TLH TIMBER SDN BHD, NaN, (0 3) 5633 9400, tlhtimber@yahoo.com, Mr Te Lian Hooi
TODAY WOODEN INDUSTRIES SDN BHD, + 60 7 861 6363, + 60 7 863 1536, hunghie@kaogroup.com, Ms Tiong Hung Hie
TOP FOREST WOOD SDN BHD, + 60 3 3325 5996| 3325 5997| 3325 5998, + 60 3 3323 1540, tfwsb99@streamyx.com, Mr KH Lim [H/P No: +60 (012) 273 2737]
TOP LEADER SDN BHD, (0 3) 8959 2999, (0 3) 8959 1999, info@iloveyoo.com.my, Mr Leong Khee Fong
TOP SQUARE FORWARDING & SHIPPING (M) SDN BHD, (0 3) 3325 5555, (0 3) 3325 5600, datovijay@topsquaregroup.com, Y Bhg Dato' Sri Dr. Vijayan
TOP STATUS KD SDN BHD, + 60 3 3134 1026| 3134 1226| 3165 5913 (A/C), + 60 3 3134 1320| 3165 0913, topmeru@hotmail.com, Mr Ang CH
TRANSMOTION DYNAMIC SDN BHD, (0 7) 357 3233, (0 7) 357 4233, transmotiondynamic@gmail.com, Mr Lim Sen Huai
TREEHOUZ ASIA SDN BHD, (0 3) 5891 8778, NaN, eh.tan@treehouz.asia, Mr Tan Eng Hau
TRENTIM WOOD SDN BHD, + 60 9 622 1318, + 60 9 622 9118, thsii@pd.jaring.my, Mr Sii TH
TRIDENT ANCHOR SDN BHD, (0 3) 3372 3232, (0 3) 3373 3233, ls.pong@tridentanchor.com, Mr Pong Lueng Swee
TRIO PAPER MILLS SDN BHD, (0 4) 588 7319, (0 4) 588 7327, wt_lee@triopaper.com.my, Mr Ng Soon Huat
TROPIC TIMBER SDN BHD, + 60 9 581 9781| 16 923 6068, + 60 (09) 581 9270, alisontps@yahoo.com, Mr Tithapong Phongsphetrarat
TROPICAL GREENWOOD DISTRIBUTION SDN BHD, + 60 4 782 2967| 19 277 1968, + 60 4 782 3824, ngie@tropical-greenwood.com, Mr How Shel Ley
TROPICAL TIMBER MARKETING SDN BHD, + 60 (012) 883 5522, NaN, trotimber@yahoo.com, Mr Augustine Teng
TROPICAL WOOD TRADING SDN BHD, (0 5) 201 2610, (0 5) 201 2610, tengsaaron@gmail.com, Mr Patrick Teng Kheng Huh
TRUE ACCLAIM SDN BHD, + 60 3 9171 6676| [H/P NO: +60 12 232 5334], + 60 3 9171 8676, chua@trueacclaim.com, Mr Chua Song  Fong (Executive Director)
TS TIMBER INDUSTRIES (JELI) SDN BHD, (0 9) 944 0309, (0 9) 944 0461 / 945 4461, tstimberinds.jeli@gmail.com, Mr Siow Teck Liong
TSM PRIDE SDN BHD, NaN, (0 3) 8958 5568, taikoonyen@gmail.com, Mr Tai Koon Yen
TST SPEED MART MARKETING, NaN, NaN, tstspeedmarketing@gmail.com, Ms Suhaida Bt Mohd Hanapiah
TWINS FURNITURE MANUFACTURER SDN BHD, + 60 (0 9) 566 1477, + 60 (0 9) 568 1211, admin@twinsfurniture.com, Y Bhg Dato' Stanley Goh
U M WOOD INDUSTRIES SDN BHD, + 60 9 680 4331|  680 4335, + 60 9 680 4336, serimarang@live.com, Mr Young Chuan Kim
U-TIMBER INDUSTRIES IMPORT & EXPORT SDN BHD, (0 7) 776 1928, (0 7) 777 1901, u-timber@hotmail.com, Mr Tai Pok Seng
UB FRAMEWOODS SDN BHD, + 60 3  3191 1921, + 60 3 3191 1921, maylimwm@gmail.com, Ms. Lim Wat Mooi
UNI-LUMBER SDN BHD, (0 5) 360 0181 / (0 88) 267 499, (0 5) 360 0181 / (0 88) 267 499, unilumber@yahoo.com, Mr Lee Lye Soon
UNIQUE SYMBOL SDN BHD, + 60 9 566 0786| 566 0788, + 60 9 566 0787, unique.symbol@gmail.com, Mr Loo Swee Kian
UNITED DOUBLE WING SDN BHD, (0 86) 310 606, (0 86) 315 804, rasasang@outlook.com, Mr Law Hieng Chai
UNITED TRADING & SAWMILL SDN BHD, + 60 3 2164 4298| 2164 4299, + 60 3 2164 4289, mary_ting@uts.net.my, Mr Gerald Bong
USAHASAMA MAJU KITA TRADING, (0 3) 5524 2757, (0 3) 5524 2758, mrd7474@yahoo.com.my, Mr Mohd Razaly Bin Dahalan
UTS MOULDINGS SDN BHD, + 60 (09) 329 1086, + 60 (09) 329 1199, gerald_bong@uts.net.my, Mr Gerald Bong
V TEXT WOOD SDN BHD, + 60 9 517 2555, + 60 9 517 2777, vtextwood@yahoo.com, Mr Liew Sun Kin : [H/P No: +60 (019) 2155575]
VALUED PRODUCTS (M) SDN BHD, + 60 6 986 5560, + 60 6 986 4461, siahskfi@yahoo.com, Mr Koh KC
VEIN WOOD PRODUCTS SDN BHD, (03) 3163 0423, (03) 3163 0423, guna_6520@hotmail.com, Ms Gunavathy
VENEER MARK SDN BHD, (0 3) 7846 4588, (0 3) 7846 5260, veneermark7@gmail.com, Mr Chan Kam Loon
VEST MATRIX (M) SDN BHD, (03) 7842 3626, (03) 7842 3629, vmatrix_cheng@yahoo.com, Mr Cheng Wee Hon
VICTORY ENTERPRISE SDN BHD, (03) 3291 2811, (03) 3291 2993, victory83v@gmail.com, Mr Ricky Yap Leong Seng
VIN-FOREST INDUSTRIES SDN BHD, + 60 3 3134 1888, + 60 3 3134 1760, chankc@vin-forest.com.my, Mr Chan Kok Chin [H/P No: +60 (012) 200 2697]
VINTAGE TRADE SDN BHD, (0 3) 3325 7030, (0 3) 3325 7032, leenah@vintagetrade.com.my, Ms Leenah Peythisa
VIRTUE CAPITAL RESOURCES SDN BHD, (0 9) 549 7611, (0 9) 549 7301, virtue.my2016@gmail.com, Dato' Loo Swee Keong
WAJAHAT AND PARTNERS SDN BHD, (03) 7873 0392, NaN, wajahat@wajahatandpartners.com.my, Mr Wajahat Naseem
WAN SOON TIMBER TRADING, (0 9) 960 5868, (0 9) 960 5868, lienywee88@yahoo.com, Mr Teo Kok Kar
WANGSAMAKMUR CORPORATION (M) SDN BHD, + 60 9 568 0030| 17 222 6700, + 60 9 567 2222, yisyuen.lim@oneoriental.com.my, Ms Evelyn Aug Bee Chien
WANGTA TIMBER SDN BHD, + 60 4 484 3634| 484 3636, + 60 4 484 3635, N. A., Mr Chu Ee Yam [HP No: +60 (017) 421 3399]
WARISAN MATANG SDN BHD, (06) 761 9160, (06) 764 9160, jessthin@gmail.com, Ms Thin Bee Leng
WEI YIIT TRADING, NaN, (07) 861 6702, weiyiit686@gmail.com, Mr Ng Teng Hui
WENG MENG INDUSTRIES SDN BHD, + 60 3 3149 1188, + 60 3 3149 1800, george@wm.com.my, Mr George Yap
WINFAST INDUSTRIAL HOLDINGS SDN BHD, + 60 9 517 2587, + 60 9 517 2586, cheahcy28@hotmail.com, Dato' Sri Peter Cheah Chan Yau  [H/P No: +60 (019) 910 2633]
WISTRA KAYUAN SDN  BHD, + 60 9 680 1352, + 60 9 680 1622, N. A., Mr Yap Khoon Hong
WNP LUMBER SDN BHD, (0 3) 7873 0392, (0 3) 7873 0392, wnplumber@wajahatandpartners.com.my, Mr Wajahat Naseem
WOH HUP KEE SAWMILL SDN BHD, + 60 5 241 1030| 254 8208, + 60 5 253 6488, wohhupkee@yahoo.com, Mr Lee Chee Kong
WOOD SALES AGENCY SDN BHD, + 60 6 762 5414| 762 6236, + 60 6 762 9939, N. A., Ms Loh
WOODPAC SDN BHD, + 60 4 468 7069| 468 7079| 468 4880, + 60 4 468 7080, woodpacsdnbhd@gmail.com, Mr Dexter Ong Kok Luen
WOODSPHERE SDN BHD, + 60 3 8942 8992, + 60 3 8942 4992, lumber_sks@yahoo.com, Ms Yap
WORLD PARADE SDN BHD, (09) 232 0268, (018) 342 0268, NaN, Mr Lim Kian Loong
WORLD SUPPLY MART SDN BHD, (0 5) 805 4340, (0 5) 805 4341, herainkarmawat@gmail.com, Mr Veram Mutu A/L Kapparoo
WORLDFURN RESOURCES, + 60 (06) 986 3739, + 60 (06) 986 3739, celine@worldfurn.com, Ms Tan Mui Siah
WORLDWIDE FLOORS (M) SDN BHD, + 60 3 5161 5895| 12 799 3885, + 60 3 5161 4144, jimb181@yahoo.com, Ms Lim
WS CAPITAL SDN BHD, (09) 512 4498, (09) 512 4498, wscapital.sb@gmail.com, Mr Ng Kian Kee
WS TROPICAL RESOURCES SDN BHD, + 60 3 7660 0628, + 60 3 7660 0638, mohamed@wstropical.com.my, Mr Mohamed Nhari
WTM RESOURCES SDN BHD, (082) 456 095, (082) 456 195, rltimber@gmail.com, Mr Ngu Lee Hieng
WWW RAINBOW SDN BHD, (03) 6251 1101, (03) 6251 1127, piokl@pio.com.my, Mr Wong King Iion
YAMA WOODPAC, (0 5) 791 3095, (0 5) 791 3095, yamawp@gmail.com, Ms Gan Kim Thor
YAMASHUN TEAM WOODS SDN BHD, NaN, NaN, yamashuntw@gmail.com, Mr Tan Long San
YANG HUAY WOOD INDUSTRIES SDN BHD, (0 9) 954 4733, (0 9) 955 7635, yanghuaywood@gmail.com, Mr Zou Yong Dong
YANOX MALAYSIA SDN BHD, + 60 9 583 3636, + 60 9 583 3637, yanox@yanoxm.com.my, Mr Yoshinori Miyazawa
YAT GUAN (M) SDN BHD, + 60 7 332 8218| 331 1255, + 60 7 332 6625, yguan711@streamyx.com, Mr Lim Beng Qui
YCM TIMBER INDUSTRIES SDN BHD, NaN, NaN, ycmtimber@hotmail.com, Mr Yap Chen Seong
YEE POH TIMBER SDN BHD, + 60 3 6280 3330, + 60 3 6280 3331 / 6280 3332, info@yeepoh.com, Mr Wong Kar Wai
YEOH HUP BEE SDN BHD, + 60 4 769 2555, + 60 4 769 4555, N. A., Mr Yeoh Ee Ti
YEOH SOOI BEE SDN BHD, + 60 4 769 2555, + 60 4 769 4555, N. A., Mr Yeoh Ee Ti
YESING MARKETING SDN BHD, + 60 5 465 4070, + 60 5 466 4495, rueychan92@gmail.com, Ms Rainbow Chan Hong Yee
YNL MAJU SDN BHD, (0 9) 238 1223, (0 9) 338 1190, ynlmajusb@outlook.com, Mr Yeoh Say You
YONG SERN TIMBER TRADING SDN BHD, NaN, (0 9) 612 0288, yongserntimber@gmail.com, Mr Lee Yong Sern
YPS TRADING SDN BHD, + 60 3 8940 8060, + 60 3 8941 0949, yps_trading@yahoo.com, Ms Yap
ZHUN LING ENTERPRISE SDN BHD, + 60 4 441 2892, + 60 4 442 6470, zhunling86@gmail.com, Mr Tan Siew Heng
ZIHAN CHARCOAL & CARBON, NaN, NaN, zihancharcoal@yahoo.com, Mr Chat Yew Choi
